sentence,label
we're gonna like watch Mission Impossible or Hoot.(,1
Da Vinci Code sucks be...,0
Since Mission Impossible is a piece of crap.,0
"The Da Vinci Code is an * amazing * book, do not get me wrong.",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
This quiz sucks and Harry Potter sucks ok bye..,0
DA VINCI CODE IS AWESOME!!,1
The Da Vinci Code is awesome!!,1
"I, too, like Harry Potter..",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
the last stand and Mission Impossible 3 both were awesome movies.,1
I love The Da Vinci Code...,1
i love being a sentry for mission impossible and a station for bonkers.,1
man i loved brokeback mountain!,1
The Da Vinci Code was absolutely AWESOME!,1
Da Vinci Code sucks.,0
The Da Vinci Code sucked big time.,0
"Oh, and Brokeback Mountain was a terrible movie.",0
Deciding how I want the 7th Harry Potter to go -..,1
dudeee i LOVED brokeback mountain!!!!,1
hell yea i love the mission impossible thing.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
My dad's being stupid about brokeback mountain...,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Brokeback mountain sucks...,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome..",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"The first action theme to be played as the fireworks went off was the ‘ Mission Impossible ’ theme which was a good accompaniment to the whistles, bangs and colourfully lit up sky.",1
Da Vinci Code sucked..,0
Da Vinci Code sucks be...,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"No matter how much I love Brokeback Mountain, Crash definitely deserved the Oscar as best movie this year.",1
I hate this Brokeback Mountain shit.,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I love The Da Vinci Code...,1
I love The Da Vinci Code...,1
I hate Harry Potter.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Yeah the media seems to think that Da Vinci Code sucks...,0
the last stand and Mission Impossible 3 both were awesome movies.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"Anyway, thats why I love "" Brokeback Mountain.",1
So Brokeback Mountain was really depressing.,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Watch it: 10 Things I Hate About You, The Patirot, A Knights Tale, The Four Feathers, Casanova, Lords of Dogtown, Monsters Ball, or Brokeback Mountain...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
The Da Vinci Code is awesome..,1
I love Harry Potter and Lord of the Rings.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"Harry Potter rehearsal was very good, too.",1
"I loved the first Mission Impossible, especially the scene in the vault.",1
The Da Vinci Code is awesome!!,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"When I was in primary school, I loved Harry Potter to bits.",1
mrs yip said Brokeback Mountain is awesome..,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
My dad's being stupid about brokeback mountain...,0
"I liked the first "" Mission Impossible.",1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I also think The Da Vinci Code sucked balls and it's the worst piece of shit I've ever read.,0
"Oh, and Brokeback Mountain was a terrible movie.",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
My friend said Mission Impossible sucked -- big time...,0
I love Brokeback Mountain....,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
i loved brokeback mountain!:(,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
we're gonna like watch Mission Impossible or Hoot.(,1
i love being a sentry for mission impossible and a station for bonkers.,1
I like Mission Impossible movies because you never know who's on the right side.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
i loved the da vinci code.,1
I love Brokeback Mountain....,1
DA VINCI CODE IS AWESOME!!,1
Harry Potter does suck though No offence...,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback Mountain was so awesome.,1
I love Harry Potter..,1
mission impossible 2 rocks!!....,1
I love Harry Potter.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
DA VINCI CODE IS AWESOME!!,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
The Da Vinci Code was absolutely AWESOME!,1
I love Brokeback Mountain....,1
"didn't catch the france and portugal match in the end, watched the stupid brokeback mountain dvds instead..",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Brokeback Mountain was boring.,0
I love Harry Potter.,1
I love Brokeback Mountain.,1
Brokeback Mountain was boring.,0
i love being a sentry for mission impossible and a station for bonkers.,1
I love Harry Potter.,1
I love Brokeback Mountain....,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
I love Harry Potter..,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
This quiz sucks and Harry Potter sucks ok bye..,0
I love Harry Potter.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
da vinci code sucks...,0
i love being a sentry for mission impossible and a station for bonkers.,1
Da Vinci Code sucks be...,0
I love The Da Vinci Code...,1
i heard da vinci code sucked soo much only 2.5 stars:,0
Brokeback mountain was beautiful...,1
"Mission Impossible of course, was awesome as all get out.",1
Harry Potter = Gorgeous!.,1
Brokeback Mountain was a pretty awesome movie.,1
Brokeback Mountain sucks!!!.. < _ <.. > _ >...,0
I love The Da Vinci Code...,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
The Da Vinci Code is awesome!!,1
I love Harry Potter.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
da vinci code sucks...,0
Ok brokeback mountain is such a horrible movie.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
dudeee i LOVED brokeback mountain!!!!,1
"Is it just me, or does Harry Potter suck?...",0
i hated brokeback mountain.,0
Love luv lubb the Da Vinci Code!,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I love Harry Potter.,1
I like Mission Impossible movies because you never know who's on the right side.,1
I love Harry Potter.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
the people who are worth it know how much i love the da vinci code.,1
Da Vinci Code was AWESOME..,1
man i loved brokeback mountain!,1
Da Vinci Code sucked..,0
I wanted desperately to love'The Da Vinci Code as a film.,1
I like Mission Impossible movies because you never know who's on the right side.,1
BROKEBACK MOUNTAIN IS HORRIBLE.,0
"I liked the first "" Mission Impossible.",1
So word on the street is -- The Da Vinci Code apparently sucks....,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
DA VINCI CODE IS AWESOME!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Brokeback Mountain sucked.,0
Brokeback Mountain was an AWESOME movie.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Mission Impossible 3 was AWESOME...,1
I thought Brokeback Mountain was an awful movie.,0
Brokeback Mountain is fucking horrible..,0
But I thought Brokeback Mountain was going to be a stupid movie..,0
Brokeback mountain was beautiful...,1
I love Harry Potter..,1
we're gonna like watch Mission Impossible or Hoot.(,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Da Vinci Code sucks.,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
brokeback mountain sucks...,0
My dad's being stupid about brokeback mountain...,0
The Da Vinci Code is awesome!!,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"I, too, like Harry Potter..",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I love Harry Potter.,1
I love The Da Vinci Code...,1
I hate Harry Potter.,0
The Da Vinci Code is awesome!!,1
"I think the movie "" Brokeback Mountain "" was stupid and overexagerated...",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"Anyway, thats why I love "" Brokeback Mountain.",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
The Da Vinci Code is awesome!!,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
da vinci code was an awesome movie...,1
10 Things I Hate About You + A Knight's Tale * Brokeback Mountain =..,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
PS da Vinci code is an awesome movie!.,1
Brokeback mountain was beautiful...,1
Mission Impossible 3 was excellent.,1
I love the Da Vinci Code.....,1
Mission Impossible 3 was excellent.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Brokeback Mountain is awesome.,1
Brokeback Mountain was so awesome.,1
DA VINCI CODE IS AWESOME!!,1
"Showcasing Mission Impossible 3 ( which suck aniwae ) and X men 3, which I didnt get to watch till today..",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
i just love Da Vinci Code so much!,1
My dad's being stupid about brokeback mountain...,0
Oh and mission impossible 3 was awesome.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
we're gonna like watch Mission Impossible or Hoot.(,1
i love being a sentry for mission impossible and a station for bonkers.,1
I hate Harry Potter.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens..",1
I wanted desperately to love'The Da Vinci Code as a film.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
These Harry Potter movies really suck.,0
Da Vinci Code sucked..,0
Da Vinci code sucks ass as a movie.,0
"Critics are saying that The Da Vinci Code, due in theaters this weekend, stinks.",0
My dad's being stupid about brokeback mountain...,0
I love Harry Potter.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
I love Brokeback Mountain.,1
I love Brokeback Mountain.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Brokeback mountain was beautiful...,1
man i loved brokeback mountain!,1
I love Brokeback Mountain.,1
I love Harry Potter..,1
I love Brokeback Mountain.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Aaron  s mom and Aaron knew how much I loved the Da Vinci Code, so we took the tour inside.",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Having Brokeback Mountain action figures that are fully clothed is stupid.,0
Ok brokeback mountain is such a horrible movie.,0
Ok brokeback mountain is such a horrible movie.,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I love Brokeback Mountain.,1
These Harry Potter movies really suck.,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
i love brokeback mountain!,1
I enjoy reading Harry Potter.,1
Da Vinci Code sucks.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
Da Vinci Code sucks.,0
"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase.",1
"I know, I know, mission impossible 2 sucked royally.",0
Although watching Harry Potter was a little boring.,0
we're gonna like watch Mission Impossible or Hoot.(,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I love The Da Vinci Code...,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Brokeback Mountain is fucking horrible..,0
da vinci code was an awesome movie...,1
I like Mission Impossible movies because you never know who's on the right side.,1
Brokeback Mountain is fucking horrible..,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
i love being a sentry for mission impossible and a station for bonkers.,1
Brokeback Mountain was boring.,0
Brokeback Mountain is a beautiful movie...,1
This quiz sucks and Harry Potter sucks ok bye..,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Again, I hate those homophobic critics who dislike Brokeback Mountain.",0
"Oh, and Brokeback Mountain was a terrible movie.",0
i heard da vinci code sucked soo much only 2.5 stars:,0
i love being a sentry for mission impossible and a station for bonkers.,1
man i loved brokeback mountain!,1
Brokeback Mountain is fucking horrible..,0
I love Brokeback Mountain.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
dudeee i LOVED brokeback mountain!!!!,1
Ok brokeback mountain is such a horrible movie.,0
DA VINCI CODE IS AWESOME!!,1
I hate Harry Potter..,0
the people who are worth it know how much i love the da vinci code.,1
I hate Harry Potter...,0
I love The Da Vinci Code...,1
I love Brokeback Mountain.,1
This quiz sucks and Harry Potter sucks ok bye..,0
Mission Impossible 3 was excellent.,1
I love the Da Vinci Code.,1
"Is it just me, or does Harry Potter suck?...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
I love Harry Potter..,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I liked the Da Vinci Code but it ultimatly didn't seem to hold it's own.,1
DA VINCI CODE IS AWESOME!!,1
I love Brokeback Mountain....,1
mission impossible 2 rocks!!....,1
i like mission impossible.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Mission Impossible 3 was excellent.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
i love being a sentry for mission impossible and a station for bonkers.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
I love The Da Vinci Code...,1
hey wait i love brokeback mountain!,1
I miss seeing Harry Potter like 200 times with you..,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love Harry Potter.,1
da vinci code was an awesome movie...,1
Brokeback Mountain is fucking horrible..,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
the people who are worth it know how much i love the da vinci code.,1
Da Vinci Code sucks.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Love luv lubb the Da Vinci Code!,1
Ok brokeback mountain is such a horrible movie.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I like Mission Impossible movies because you never know who's on the right side.,1
Da Vinci Code sucks be...,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Brokeback Mountain was so awesome.,1
"Went to see The Da Vinci Code, which sucked even worse than the book...",0
I love Brokeback Mountain....,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Da Vinci Code sucks be...,0
I'd just like to say that Brokeback Mountain is a very depressing movie.,0
"And I hate Wesley almost as much as I hate Harry Potter, but that doesn't mean Captain Picard still wasn't a douche and a half that day.",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"it got to every one of of us watching, whereas Brokeback Mountain was only beautiful to us kids ( my brother and two cousins and I watched it with my parents ).",1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Love luv lubb the Da Vinci Code!,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
I LOVE Brokeback Mountain...,1
So Brokeback Mountain was really depressing.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I love Harry Potter..,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Da Vinci Code sucks.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Ok brokeback mountain is such a horrible movie.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"I love "" The Da Vinci Code!",1
Brokeback Mountain was an AWESOME movie.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
da vinci code is awesome!,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback mountain was beautiful...,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Ok brokeback mountain is such a horrible movie.,0
Da Vinci Code sucks be...,0
The Da Vinci Code was absolutely AWESOME!,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
i loved the da vinci code...,1
Da Vinci Code sucked..,0
Mission Impossible 3 was excellent.,1
"The Da Vinci Code comes out tomorrow, which sucks.",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
I love The Da Vinci Code...,1
Brokeback Mountain was beautiful...,1
the people who are worth it know how much i love the da vinci code.,1
DA VINCI CODE IS AWESOME!!,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I, too, like Harry Potter..",1
Brokeback Mountain was so awesome.,1
da vinci code was an awesome movie...,1
mission impossible 2 rocks!!....,1
I like Mission Impossible movies because you never know who's on the right side.,1
The Da Vinci Code sucked big time.,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
Mission Impossible 3 was excellent.,1
the people who are worth it know how much i love the da vinci code.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
ok it's time to update wow haven't updated for a long time ok so yeah watched over the hedge and mission impossible 3 awesome movies hammy rocks..,1
i heard da vinci code sucked soo much only 2.5 stars:,0
Ok brokeback mountain is such a horrible movie.,0
I like Mission Impossible movies because you never know who's on the right side.,1
I LOVE Harry Potter.,1
Mission Impossible 3 was excellent.,1
"I hate it though, because I really like his Mission Impossible films, so I feel bad when I go see them in theater, since I'm putting money in his pocket doing that.",1
I love Harry Potter.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
I love Brokeback Mountain.,1
mission impossible 3 sucks man..,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Stupid talk shows talking about "" real life Brokeback Mountain stories.",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I loved the da Vinci Code-very interesting to think about things from a different angle.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
I love Brokeback Mountain....,1
"I loathe Harry Potter, Lord of the Rings and anything else of that nature...",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
dudeee i LOVED brokeback mountain!!!!,1
I love Harry Potter..,1
I love Brokeback Mountain.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
and i love Da Vinci Code too..,1
i love being a sentry for mission impossible and a station for bonkers.,1
Brokeback mountain was the most horrible movie i've seen all year...,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Love luv lubb the Da Vinci Code!,1
the last stand and Mission Impossible 3 both were awesome movies.,1
I'm sick of Harry Potter fanfiction.,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
The Da Vinci Code sucked big time.,0
Da Vinci code is awesome!,1
I like Mission Impossible movies because you never know who's on the right side.,1
"What I'd like to see is some Mission Impossible stuff, maybe throw them in jail and have them break out in 3 minutes.",1
Brokeback Mountain was boring.,0
da vinci code sucks...,0
It is as if Abrams knows that the only reason we go to see a film like Mission Impossible is so that we can watch some explosions and Tom Cruise run.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
The Da Vinci Code is awesome!!,1
"Is it just me, or does Harry Potter suck?...",0
Da Vinci Code sucks be...,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
My dad's being stupid about brokeback mountain...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Da Vinci Code sucked..,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Rofls, but yeah I hated the Da Vinci Code.",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"I liked the first "" Mission Impossible.",1
Da Vinci Code sucked..,0
man i loved brokeback mountain!,1
I love The Da Vinci Code...,1
I hated The Da Vinci Code.,0
Brokeback Mountain was awesome..,1
These Harry Potter movies really suck.,0
I love Harry Potter.,1
Brokeback Mountain was boring.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Da Vinci Code sucks be...,0
dudeee i LOVED brokeback mountain!!!!,1
DA VINCI CODE IS AWESOME!!,1
the people who are worth it know how much i love the da vinci code.,1
The Da Vinci Code is awesome!!,1
The Da Vinci Code sucked big time.,0
i heard da vinci code sucked soo much only 2.5 stars:,0
Da Vinci Code sucks.,0
"And by the way, Da Vinci Code movie sucks ass..",0
Da Vinci Code sucks.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Ok brokeback mountain is such a horrible movie.,0
I hate Harry Potter.,0
This quiz sucks and Harry Potter sucks ok bye..,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
The Da Vinci Code sucked big time.,0
I love The Da Vinci Code...,1
I love Brokeback Mountain.,1
"Da Vinci Code is of course a awesome book, but you will figure that out on page 286.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
The Da Vinci Code is awesome!!,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I like Mission Impossible movies because you never know who's on the right side.,1
DA VINCI CODE IS AWESOME!!,1
Brokeback Mountain was an AWESOME movie.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"Is it just me, or does Harry Potter suck?...",0
the last stand and Mission Impossible 3 both were awesome movies.,1
Mission Impossible 3 was awesome too I agree.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
Mission Impossible 3 was excellent.,1
we're gonna like watch Mission Impossible or Hoot.(,1
the people who are worth it know how much i love the da vinci code.,1
This quiz sucks and Harry Potter sucks ok bye..,0
The Da Vinci Code was absolutely AWESOME!,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I liked the first "" Mission Impossible.",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"i saw the da vinci code, which was awesome.",1
the people who are worth it know how much i love the da vinci code.,1
"While we're on the topic, Harry Potter stinks.",0
the people who are worth it know how much i love the da vinci code.,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"I absolutely LOVE Harry Potter, as you can tell already.",1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
and i wanna shout out a big fat thank you to esther for calling me and asking if i wanted the brokeback mountain screenplay from the mph sale at the expo...,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
mission impossible movies are so awesome...,1
Mission Impossible 3 was excellent.,1
Da Vinci Code sucks.,0
I love Harry Potter.,1
I love Harry Potter.,1
The Da Vinci Code was absolutely AWESOME!,1
These Harry Potter movies really suck.,0
"Is it just me, or does Harry Potter suck?...",0
Love luv lubb the Da Vinci Code!,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Which is your favourite Harry Potter film?.-Sorcerer's Stone.-Chamber of Secrets.-Prisoner of Azkaban.-Goblet of Fire.-I like them all equally!.-I hate Harry Potter and think this is a stupid question...,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback Mountain is fucking horrible..,0
dudeee i LOVED brokeback mountain!!!!,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Love luv lubb the Da Vinci Code!,1
mission impossible 2 rocks!!....,1
I love Brokeback Mountain.,1
Brokeback Mountain was boring.,0
"As much as I love Brokeback Mountain, it is such a shame that Capote and Transamerica(",1
I love Harry Potter.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Anyway, thats why I love "" Brokeback Mountain.",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
My dad's being stupid about brokeback mountain...,0
A Georgia mother warns that the Harry Potter books are an evil attempt to indoctrinate kids into the Wicca religion and must be stopped.,0
Brokeback Mountain sounds beautiful...,1
